sal_avg_lc1vs0_iate,unem_x0
-631.692313560877,7.0
-11028.807836843349,20.0
-13783.506834892076,10.0
-4623.147904398413,1.0
-1338.1400950775942,10.0
-19475.509648308205,18.0
-17056.358472662305,21.0
-10733.13911804538,14.0
-5896.007202779368,21.0
-5399.587548628611,8.0
-4266.354456004786,19.0
-7954.646082404847,19.0
-8443.758019839372,5.0
-3837.071270274844,4.0
-4030.831766502032,18.0
-2430.3157017394333,17.0
-13518.117757402484,3.0
-12213.604558297702,6.0
-4391.027433239267,3.0
-4575.998005950418,5.0
-5366.221156967036,11.0
-3678.7075446221497,13.0
-3924.7438035623964,12.0
-4931.003454373579,8.0
-9220.054437709314,23.0
-3792.9022889509706,3.0
-5845.4885944787475,3.0
-9988.123389071108,14.0
-6120.419080086166,6.0
-2492.147378546942,8.0
-5359.094662809212,21.0
-7873.406227247571,1.0
-12085.789341286272,16.0
-4720.732880051517,3.0
-4844.2518182669155,16.0
-4065.819631496248,3.0
-1251.6426684427488,18.0
-8570.227330079691,15.0
-7117.01075498705,8.0
-4726.426192328449,14.0
-13671.981331848681,21.0
-4477.728361153353,14.0
-3332.822758933882,19.0
-4702.59680227924,15.0
-2003.6601352225093,24.0
1091.2949422362037,20.0
-2625.0861932320186,9.0
-12263.4380346309,22.0
-4491.243076782126,9.0
-6405.307816972598,7.0
-7856.061243691662,8.0
-5283.636581440462,4.0
-4802.153233682033,1.0
-3522.454602713893,20.0
-3933.0450216075888,10.0
-7547.33515175051,13.0
555.1755781047881,19.0
-4532.845145257406,23.0
-4040.1512889595706,9.0
-5684.008134161579,21.0
-5699.476262639462,23.0
-4161.568786821093,11.0
-4777.241074024503,14.0
-11333.637514157375,6.0
-6543.682607770092,24.0
-14791.404636144283,0.0
-1665.3389494445405,6.0
-8523.529979595034,24.0
-3154.752979913568,12.0
-14115.678812654718,6.0
-6016.9929613604045,7.0
-662.3568986093665,16.0
-10462.155138770057,5.0
-4443.363204641259,19.0
-13432.400037222576,10.0
-9532.078499136267,22.0
-4103.690640421821,22.0
-888.909473489209,0.0
-19404.018826338634,4.0
-15972.629623293822,11.0
-11413.417483091242,0.0
-10864.866245033856,16.0
-2535.9768506890514,14.0
-1697.2213538472108,12.0
-6206.141285221216,0.0
-14396.065247449096,19.0
-2032.4320393295939,12.0
-4969.508696436501,7.0
-8356.96273037898,8.0
-4996.602926741603,21.0
-578.7604530997287,14.0
-14885.260216434028,6.0
-1492.0454285858013,3.0
-2516.6227267366357,19.0
-5033.569071705767,23.0
-1166.2921870246776,15.0
-14156.042591236295,18.0
-7004.399432641389,9.0
-17280.06802603517,23.0
-822.3145143603233,19.0
-1955.8225783087958,18.0
-12963.157982234534,17.0
-4346.247573366289,19.0
-2090.052761323344,6.0
-3646.8299324379277,11.0
-9999.325015675886,2.0
-1632.7304164086436,6.0
-5673.645224892164,18.0
-10290.446772720388,22.0
-2798.35879708945,10.0
-5926.4759690909905,19.0
-6973.58898305894,17.0
-3140.8523713562663,24.0
-16991.34240928546,2.0
-10497.608213122898,6.0
-4820.33144049003,13.0
-4602.621469221491,18.0
-6099.418978294351,18.0
-7893.298453389425,14.0
-4353.237752585812,19.0
-10697.83513045519,0.0
-6113.474411604441,22.0
-2492.0148006760446,16.0
-17572.273580008576,0.0
-5460.610441240982,16.0
-10552.477727632555,23.0
-4021.7063065525244,4.0
-139.89604854649792,17.0
-3879.5712225063635,1.0
-3044.4114732760336,15.0
-2353.3079718678187,7.0
-3131.8236874293216,17.0
-18297.733893410943,20.0
-4449.178483139311,0.0
-5135.974412202855,8.0
-4973.246285467814,3.0
-3231.0272499606817,6.0
-11602.101457115565,8.0
-3565.201147440672,10.0
-4874.973616586467,8.0
-15430.94369184261,14.0
-4956.2494364133845,12.0
-3445.602520511674,10.0
-1302.6831166134898,13.0
-4465.611910611476,17.0
-2051.0865216109796,20.0
-6568.982278483998,5.0
-5354.586831687141,5.0
-6614.556959863194,9.0
-2917.27790795245,2.0
-3853.434545005505,5.0
-9837.629901037986,12.0
-11407.053438242392,1.0
-4279.663779653769,24.0
-2514.814438104769,2.0
-19166.433768360836,23.0
-9342.246234963042,7.0
-5760.423857729966,0.0
-3012.2296684418343,18.0
-1172.189977780135,4.0
-2482.0980120306435,21.0
-10438.513545019498,0.0
-75.60567663462905,12.0
-2070.738067394327,22.0
-8456.951867547392,20.0
-3038.61880017309,10.0
-21277.97765478909,15.0
-3363.9346461152118,7.0
-10869.752188952523,18.0
-11068.66661213968,9.0
-15569.877930510516,5.0
-6705.977246562124,3.0
-17378.52074089252,24.0
110.87773057963058,1.0
-3463.184670849597,15.0
-4892.713165464567,8.0
-5460.001959619009,16.0
-10146.849691062587,10.0
-4374.780262474956,22.0
-2358.4789073821157,8.0
-12172.048386294839,10.0
-18643.920336505387,3.0
-10901.667403892112,5.0
152.57805735744884,22.0
-6060.693445692532,22.0
-1047.563447636519,6.0
-6844.562701436535,16.0
-12893.28023928857,1.0
-5324.357144800408,18.0
-10786.709447060748,16.0
-6172.088630640166,5.0
-15725.19455589258,15.0
-3566.6086458658647,0.0
-14207.322081006181,5.0
-21564.10146555053,6.0
-5508.9438241152175,7.0
-17462.341657023062,8.0
-1437.0576193251213,23.0
-7845.967454401003,9.0
-5233.374363109484,5.0
-3355.732464424496,14.0
-5241.463293698795,1.0
-3616.273349871035,22.0
-4252.733679313352,6.0
-11439.03682688728,10.0
-7179.766553775974,11.0
-4527.67732225472,12.0
-16928.21294809617,19.0
-17754.56697525686,3.0
-4211.564652319251,13.0
-5402.686888711049,16.0
-13753.231357180211,15.0
-9615.015917020419,18.0
-3424.5758983504334,11.0
-1566.5772360041715,19.0
-12433.197264142056,7.0
-6756.402007267676,2.0
-5906.4466622710615,10.0
-3038.508758340067,1.0
-6754.718697053434,11.0
-10578.575880987648,20.0
-16085.803087496524,20.0
-12229.037699829441,5.0
-7730.000557769363,0.0
-1273.837824102373,9.0
-14560.986386783561,2.0
-3849.532438586057,6.0
-3365.298108049268,23.0
-8760.051663455786,20.0
-16113.830647278975,24.0
-7694.550431730891,14.0
-20140.383586779004,0.0
-3929.8128763725254,1.0
-3241.1815988857707,16.0
-16083.535248914635,24.0
-5743.426507178138,0.0
-8276.630851937998,21.0
-617.642111228993,10.0
-2797.2652091416267,20.0
-2469.417637119437,19.0
-4866.978714829693,17.0
-11928.698014783016,18.0
-3721.1288921163987,13.0
-16580.865504014495,1.0
-1771.1544699914339,3.0
-7452.287645331953,3.0
-3740.075880384482,13.0
-1591.8792332010416,2.0
-16550.665110468508,11.0
-2241.6297551912935,17.0
-14113.937874370418,22.0
-4386.509573217294,8.0
-4747.391286278648,15.0
-3976.985067426014,16.0
-4548.358720179343,11.0
-19483.96092402521,17.0
-4725.177015467844,13.0
727.9915000374771,8.0
-6975.688414796919,12.0
-8135.431004468983,16.0
-8851.680244735238,23.0
-4512.361683298563,20.0
-4255.870334558594,5.0
-2260.2674132574803,17.0
-2930.3106130171345,22.0
-15804.606817144446,9.0
-10029.658657647564,9.0
-2398.2627946852126,20.0
-21056.92855360068,9.0
-4121.14525198029,18.0
-7800.037736691866,23.0
-7547.321160355633,15.0
-9085.536383042867,19.0
-2044.6961447200722,7.0
-4647.4538815888245,24.0
-7645.033973328971,13.0
-8384.699418305254,14.0
-11747.490326515108,1.0
-3625.0710763700185,7.0
-2755.1216434464304,17.0
-9152.988646973274,4.0
-16746.988099367332,19.0
-5283.453196461786,5.0
-6366.228705518471,10.0
-4400.930541651187,3.0
-5197.951426353604,15.0
-14737.054971263271,24.0
-2587.6359402661974,1.0
-3734.3611087055906,11.0
-15344.199084255808,19.0
-6731.801642416266,17.0
-20884.17975539137,0.0
-2237.032795326393,21.0
-4513.151384154975,19.0
-9384.005954228918,19.0
-13703.867719031221,18.0
-2333.7592899473966,9.0
-396.5228196500277,5.0
-13741.866675931442,12.0
-3475.7465924097432,5.0
-3720.493299291411,23.0
-14391.041754853177,12.0
-3553.690829050483,20.0
-4533.315145295567,17.0
-2361.323816282207,7.0
-3470.0579705436885,4.0
-10221.87382782955,1.0
-3718.2296163324863,8.0
-4551.303031267356,15.0
-5023.723982776378,14.0
-21327.723932875495,12.0
-3563.5916670387214,15.0
-13568.342270632884,23.0
-23141.59524501301,5.0
-22683.15848682648,13.0
-6380.753550492127,17.0
-8202.361360393179,16.0
-13121.486856932312,5.0
-8402.764673543179,14.0
-3324.4959273816075,22.0
-1627.0584148301477,22.0
-5741.445227869892,18.0
-1215.9340972148157,6.0
-14306.183454345013,22.0
-1545.3847000346964,4.0
-11876.529012509873,14.0
425.59133794596164,6.0
-21309.683413999483,20.0
-10825.45959086201,17.0
-4281.553184861896,7.0
-4777.808660332757,2.0
-2328.5931819176017,15.0
-4573.117768564319,22.0
-2589.2184537593866,7.0
-10113.515286234035,14.0
-4844.991254541875,15.0
-4414.55630878124,12.0
-758.1027110610829,4.0
-3968.8918849563097,19.0
-4957.564087358392,9.0
-4716.541086265281,12.0
-16163.033893010372,2.0
-5221.438776315563,22.0
-12983.67397633409,1.0
-16639.928319197366,21.0
-11560.074214597304,22.0
-547.1686123571616,13.0
-2397.5920811231135,8.0
-2386.072479812846,18.0
-4605.255399368651,20.0
-1324.9671069691844,23.0
-4027.796508110083,18.0
-7562.425171410513,13.0
-12457.39881184333,21.0
-6611.437641827036,13.0
-12628.214245264046,22.0
-3035.830202315685,20.0
-996.3076235295669,23.0
-21105.99970501667,17.0
-8878.448969374635,16.0
-11458.080194023305,22.0
-1187.726134437943,6.0
-664.6696647312032,3.0
-12020.28313371526,13.0
-14698.662140164994,4.0
-9683.95646813676,0.0
-8647.576833473178,4.0
-2144.961095516715,1.0
-7708.387404953421,19.0
-12633.790457707531,1.0
-2707.315900186833,10.0
-5026.94031267644,23.0
-4382.293287389603,19.0
-4380.500432422289,15.0
-6694.174110133309,6.0
-13507.849486647192,17.0
-16352.412404706707,10.0
-6204.903201880834,10.0
-4467.883792304614,18.0
-1599.644415322046,3.0
-14965.183430141587,3.0
-5198.790883776683,20.0
-4460.371198072249,18.0
-3479.470476904833,19.0
-6516.374436538703,11.0
-4624.235811103192,4.0
-7258.837219725532,3.0
-1119.8907379951042,10.0
-9754.564543029112,20.0
-825.6155548859613,15.0
-7883.201890184848,23.0
-8433.153572092686,24.0
-22477.634530474177,16.0
-390.79162636054866,9.0
-17252.763386412942,10.0
-21180.765885968736,22.0
-10854.947264954299,17.0
-5425.023112715528,21.0
-1413.4525562758063,5.0
-3489.0216051950647,7.0
-5235.0688854913615,4.0
-13049.292937374743,8.0
-7981.356789283946,19.0
-16206.832113204266,22.0
-9022.127678682826,22.0
-2466.0980889691327,0.0
-17366.966911170974,8.0
-1626.5860334536626,20.0
-2571.103324884276,6.0
-3296.6499061749378,21.0
-10051.66564005331,15.0
-5112.404473040266,1.0
-13322.278076807956,14.0
-3867.8652817529296,11.0
-13264.607969462471,8.0
-9755.050502251144,3.0
-4025.1211273402178,11.0
-6727.337670728737,1.0
-8548.000055832355,23.0
-9587.09259812642,16.0
-13184.876471660504,4.0
-5582.850071896095,10.0
-3976.279646368659,1.0
-6726.306641496783,7.0
-12672.813782413912,16.0
-5472.361592216967,18.0
-12218.7298517954,4.0
-6387.178889579963,7.0
-13673.473918438733,2.0
-8649.653420546234,20.0
-11816.81690684375,8.0
-15485.919025431725,14.0
-4401.272613135865,11.0
-4093.7066658980493,6.0
-8106.459205199129,24.0
-12730.577571665812,7.0
-4943.360125863955,9.0
-3194.531855126351,23.0
-2588.829724749069,20.0
-15002.019802133436,6.0
-14189.805310698077,17.0
-9650.524085546713,12.0
-7677.137584417356,13.0
-10106.27456299433,11.0
-4666.718397913499,7.0
-5546.790153057015,16.0
-4320.657908023233,9.0
-6732.516046065252,17.0
-3359.646456395215,20.0
-12318.5438830361,11.0
-3865.9116863509407,21.0
-4628.332774522076,11.0
-5006.799535029566,23.0
-4173.047203143017,18.0
-5476.395733829864,6.0
-6388.142468920134,19.0
-2293.643821270931,24.0
-5930.210375635671,5.0
-1317.0055263275294,13.0
-4117.354231137303,5.0
-13392.044952435894,9.0
-20862.489337409446,9.0
-3867.812001480961,5.0
-4085.875306685275,7.0
-5166.199947635886,8.0
-10372.900568641751,10.0
-8342.552842001458,19.0
-3290.5878480197653,3.0
-13843.185517874323,16.0
-17854.489128989106,16.0
-14206.159627567571,24.0
-3117.6491269278104,8.0
-7555.635856014105,21.0
-10659.014014289376,1.0
-11415.300959877972,15.0
-3087.020490551924,7.0
-7682.265649675468,2.0
-3274.1938755315514,3.0
-842.8805930428312,6.0
754.3376481395792,17.0
-4697.574526809156,4.0
-2534.4660067532404,14.0
-5927.290010106342,6.0
-12599.579057614585,2.0
-14432.580936560891,2.0
-2127.782752315578,11.0
-2294.3409037671768,16.0
-14642.928959698587,5.0
-6347.809844589731,8.0
-4801.691645496093,5.0
-8959.900455678799,4.0
-4154.697600534815,11.0
-4131.496288663038,10.0
-5461.00497471863,6.0
-2609.408850370235,16.0
-17671.646183723933,15.0
-5479.119527715882,2.0
-2957.2426913385452,7.0
-5973.472113035476,19.0
-10806.597268418918,15.0
-12357.594699542831,3.0
-4029.6739572963934,12.0
-12336.343791319629,10.0
-3286.5260992497356,3.0
-7741.461672994982,18.0
-4479.419080430334,23.0
-6958.277760502318,15.0
-11411.974906875326,13.0
-3581.079443972996,0.0
-1804.7709585447983,17.0
-3967.8763293694096,5.0
-861.9463635281796,16.0
-18722.682220456976,17.0
-13356.79023226019,15.0
-17994.666804687087,5.0
-2023.194530241176,14.0
-1907.325547716875,20.0
-5613.084138717765,13.0
-11982.936973058002,5.0
-15610.672021251527,18.0
-3833.6123462078376,17.0
-4673.837413872374,24.0
-3706.8994391391707,9.0
-20425.75569731165,23.0
-14374.999180158542,21.0
-5995.601739899729,22.0
-13244.153946209586,14.0
-3690.196916527387,17.0
-1234.3848354645065,18.0
-9856.85811874074,10.0
-8963.329526930991,20.0
-5363.853688070257,3.0
-4169.108559744465,8.0
-12656.770439538586,20.0
-7014.93762897608,24.0
-3447.3008415928475,20.0
-6349.681060971068,3.0
-6352.9642482863665,4.0
-4223.964288178138,22.0
-3896.4894828446977,20.0
-3759.778076277158,22.0
-17673.838012631808,1.0
-4593.576423807428,16.0
-2627.4057167918954,5.0
-5251.871343318175,16.0
-5534.40934012958,2.0
-9182.743051846082,11.0
-13579.340183979617,20.0
-4353.386373049554,24.0
-450.4096629682505,6.0
-398.2069054414421,4.0
-2088.4357320137347,14.0
-8166.666542749268,21.0
-7048.675828584894,15.0
-15054.834397982693,8.0
-6371.02386798491,20.0
-21913.345052917106,6.0
-9755.57366814143,2.0
-14435.527625244995,16.0
-659.7149191834482,19.0
-6347.436115065342,8.0
-14489.36245015484,17.0
-5555.192462240546,17.0
-2441.417652149809,17.0
-5357.756199577601,12.0
-7806.494246206557,23.0
-4001.497010234424,18.0
-4900.795613058082,9.0
-12798.90643974239,15.0
-4777.974705661554,10.0
-3359.9145432481423,17.0
-7525.004852411465,6.0
-11283.27879994531,2.0
-4480.413165581287,23.0
-2843.629445629982,14.0
-6135.251505425733,11.0
-12115.049022125846,8.0
-4539.96126300508,21.0
-2025.3953339847549,8.0
-2341.0353830408762,7.0
-7145.211211773063,5.0
-14795.078501797692,14.0
-259.6468514802219,18.0
-3824.217392682782,17.0
-2779.6435583401408,19.0
-3586.2002206554257,11.0
-5829.914592845525,11.0
-8007.460744163623,6.0
-3744.6623325331266,18.0
-4465.603530061688,16.0
-15200.143676626569,13.0
-3600.2865320041783,23.0
-6699.105983000405,18.0
-14766.619862447957,2.0
-266.661075838133,21.0
-11739.753891985414,7.0
-2345.62640213503,2.0
-426.96644295434044,16.0
-4520.209263380981,13.0
-8573.86560109691,10.0
-8554.83958223079,7.0
-16444.915664501677,3.0
400.7348839723195,10.0
-5888.203202563759,12.0
-9353.589084203692,17.0
-10645.394541280466,2.0
-26.03223293469125,21.0
-4699.6462649412415,11.0
-4490.565950617247,23.0
-10578.150921552038,1.0
-2618.9334865010587,5.0
-6450.474413087546,12.0
-11424.732433603978,2.0
-10214.210827557294,13.0
-14588.573400970205,23.0
-5014.256537826212,6.0
-15655.574213403754,2.0
-4703.8901450213425,18.0
-8063.264859799853,7.0
-2040.4968467716935,15.0
-2561.002050610099,5.0
-12969.643373862287,20.0
-5284.1913390443515,8.0
-7964.222879885445,16.0
-1762.1964524954597,22.0
-14939.683191395465,10.0
-12510.523362383245,17.0
-10908.328757734247,19.0
-7208.687504817306,13.0
-5830.590834551315,22.0
-14165.53017853594,9.0
-22121.478669520875,18.0
-10921.90365035384,15.0
-18168.699607390558,22.0
-5343.45182213328,22.0
-3324.111956094204,9.0
-5651.469342936913,20.0
-17736.33932689027,11.0
-13831.254885307826,4.0
-11983.08173082869,21.0
-16228.709997131025,9.0
-5759.510221944309,15.0
-3147.3096113221536,14.0
-3825.6173745790356,6.0
-10156.207988901178,8.0
-4337.7882826676,23.0
-3572.7719462984915,20.0
-3452.4616143936328,8.0
-10473.627575138298,12.0
-8393.02453347335,13.0
-4470.247404367326,14.0
-11705.012544722,8.0
-10565.310085137302,11.0
-2170.367439962697,3.0
-7156.370726752268,13.0
-14999.689947710443,21.0
-17941.168266195225,13.0
-1121.6995929378882,17.0
-165.3797272149211,18.0
-2240.5500399835105,23.0
-5642.3530010186205,1.0
-2384.921019406077,12.0
-6049.931803686071,4.0
-15359.068127180884,3.0
-5419.049221562829,19.0
-4619.324218003163,21.0
-7712.684811686636,3.0
-14827.3106188178,5.0
-4319.945664465184,3.0
-1846.4795876614983,7.0
-9228.318736025016,6.0
-18252.970874611496,23.0
-12951.691295315184,1.0
-10992.67070376762,5.0
-3959.925587892285,13.0
-3045.4474714874814,1.0
-14752.281049910966,6.0
-6259.79897230465,23.0
-4325.233913834593,17.0
-5256.286326502668,8.0
-4175.087306084767,15.0
-4089.054092319142,1.0
-3889.7665149012373,15.0
-4349.1749499867765,11.0
-21875.09428372984,4.0
-17259.141486695607,4.0
-8249.103634125155,7.0
-1957.851056940156,7.0
-3316.664477738137,12.0
-15993.28486985817,24.0
-14942.429386588688,18.0
-4404.312701015093,9.0
-3469.2315691513413,14.0
-2770.0913559200453,17.0
-1777.0626788271813,6.0
-13290.263674655815,22.0
-6463.664120728444,2.0
-10081.849892951956,8.0
-10336.567263664321,4.0
-7289.926545542007,20.0
-15163.63794765044,13.0
-7183.461337668283,3.0
-6091.852034946184,10.0
-13720.579783989204,24.0
-17276.747041669092,12.0
-14785.393820533132,8.0
-2409.0135805156206,12.0
-222.74154374941213,8.0
-5907.118969111145,3.0
-11597.606282275328,6.0
-6560.270394936654,6.0
-9307.225335676045,23.0
-1964.573640772478,23.0
-2710.098477358976,1.0
-20709.499767973197,16.0
-5019.093647111253,10.0
331.3211377184986,9.0
-14286.995685382391,17.0
-3990.474036946809,1.0
-7216.2652513908415,17.0
-5687.7243330966885,9.0
-4599.507831745766,2.0
-3916.4028987709426,3.0
-9535.054209441652,7.0
-9895.834516062332,17.0
-9900.735534736115,4.0
-5264.424746209192,4.0
-5029.393021580856,22.0
-15174.890667702324,5.0
-6694.559943848226,5.0
-3439.8993973023235,2.0
-14422.957679394493,22.0
-19775.590798731893,16.0
-1224.5719511131147,23.0
-16244.812120925199,9.0
-8129.198834106699,20.0
-6289.729276307324,10.0
-10848.66744399484,5.0
-2417.77111871998,14.0
-1068.2698409258655,13.0
-4816.760484895817,18.0
-3121.471622936738,18.0
-7637.951438708647,9.0
-3152.0609880439542,14.0
-9049.669883708955,23.0
-3791.878121168182,23.0
-3788.9208051321466,1.0
-12070.299735554816,24.0
-5287.908643722715,19.0
-1152.7948309098647,7.0
-1616.0696509468112,2.0
-14532.114561366036,12.0
-2697.339686471065,9.0
-8079.411027758352,14.0
-6428.80464643252,3.0
-6261.484749788965,1.0
-1257.529450334342,0.0
-2709.934802455713,20.0
-8644.779178044271,1.0
-6499.740325625119,16.0
-5473.545332413104,4.0
-8299.14199273792,5.0
-3920.7766462794134,13.0
-3970.6869124427503,16.0
-3064.7485429849285,6.0
-2670.1313440586,18.0
-4137.812815369464,21.0
-3595.6545621760124,13.0
-13693.617012344483,16.0
-6112.171785279323,13.0
-1550.2405356406607,14.0
-4166.90569592439,6.0
-2108.1045258174827,0.0
-2112.885822457378,21.0
-2079.542512674774,20.0
-4887.229347861361,10.0
-4411.129859724572,3.0
-6164.218655656543,2.0
-1650.690809400433,14.0
-6552.370861749972,19.0
-12696.143766291796,0.0
-7996.704861979346,8.0
-1572.2915748627804,4.0
-4356.968336300688,0.0
-2778.4204925767153,8.0
-6120.645317048846,9.0
-2181.298955865336,8.0
-4259.990523446371,22.0
-2772.567222732954,13.0
-15574.373786735705,17.0
-14532.524064289244,11.0
-10112.40096846823,20.0
-9180.872465358647,6.0
-6706.04370258032,13.0
-2735.407002768765,22.0
-9541.330681593681,22.0
-2036.1946643500032,5.0
-10306.083483422875,7.0
-3955.946649848747,16.0
-13826.250079577803,10.0
-6320.2559009083725,21.0
-7936.57892927426,13.0
-2691.626527438875,8.0
-1269.169065852246,23.0
-12522.589425821414,8.0
-14240.183276472679,11.0
-3409.5341188966795,3.0
-11748.536470728726,5.0
-10532.717151656048,9.0
-4903.8627317839155,13.0
-11546.154078719841,5.0
-3806.232527676497,9.0
-15027.97050414647,16.0
-9236.307797400106,1.0
-5897.58841999399,18.0
-21058.318818845466,7.0
-9362.689715285043,17.0
-3466.5284235418767,16.0
-8225.461451655958,6.0
-10706.638583738448,7.0
-1036.083101226049,18.0
-4771.132769606349,3.0
-16989.691805501036,7.0
-2415.6725368514653,21.0
-1285.718228786635,19.0
-8777.628487379447,20.0
-15442.324199331524,12.0
-9699.561931777193,5.0
-5846.2466385084135,9.0
-9041.979167552347,8.0
-7106.726658435077,8.0
-496.01849462251135,15.0
-13558.920122310865,20.0
-13819.799402844666,20.0
-3158.9764164108,1.0
-12017.167743707098,12.0
-1352.3387271393394,17.0
-2193.3230470628732,20.0
-6618.064972415843,18.0
-4304.283386848176,23.0
-5840.275832619768,20.0
-2485.0038685138843,12.0
-13808.579791305438,2.0
-10275.942022866368,16.0
-5398.397300479932,19.0
-6563.4027589710695,16.0
-9036.69035340981,18.0
-1666.854424457145,19.0
-6936.008117039342,18.0
148.0934273305263,2.0
-5983.213680265767,23.0
-1526.7789219104043,8.0
-5186.719959354938,9.0
-7805.155334331665,10.0
-15573.681730006501,8.0
-2406.3589161568943,24.0
-522.5907883369446,7.0
-6931.812487341109,14.0
-15217.536016124595,4.0
-3273.0598149830057,24.0
-10103.658698596882,12.0
-2130.7381508081016,2.0
-6504.1594569773315,19.0
-19695.038212082567,17.0
-5618.350379434569,8.0
-16583.052158973973,8.0
-2263.217514731945,21.0
-2535.216421890491,17.0
-4871.910836944231,9.0
-1848.3623780357693,15.0
-6645.077645246969,16.0
-5399.139291774022,1.0
-7478.858010039392,24.0
-6050.724716255273,15.0
-12043.636262544223,14.0
-610.447697169448,15.0
-4536.733954726456,18.0
-5085.20982854963,16.0
-19110.539533651834,9.0
-15114.479204369713,20.0
-5572.4864586475915,10.0
-3303.4221459200635,8.0
-5783.578436807673,2.0
-6671.95084871668,3.0
-11098.113940576744,10.0
-13726.308625077741,19.0
-5584.874649263871,17.0
-2990.379054211976,0.0
-5455.518161691532,18.0
-9708.12603648301,14.0
-11670.72920258436,6.0
-6670.472871630641,17.0
-9249.75935065135,8.0
-5878.431368329628,23.0
-10725.386558157265,15.0
-2547.6450696491756,9.0
-4239.690067059723,18.0
-4565.370512119171,8.0
-2507.5280786102066,4.0
-2328.7515322540526,7.0
-5125.170913215014,15.0
-2063.746347267417,13.0
-1096.00629753906,5.0
-3027.614556400147,22.0
-17121.934853187606,13.0
-4142.396114584179,15.0
-5297.62600279008,4.0
-4884.42104266637,17.0
-3362.8686790525735,7.0
-3527.330952323554,18.0
-4944.22322110904,15.0
-8253.15364347877,3.0
-4957.9342521125,15.0
-4563.4489835039,18.0
365.8480723635098,10.0
-9627.382712065766,21.0
-7119.041672922723,14.0
-4154.250669345112,12.0
-4884.710128092658,7.0
-11237.068094483337,15.0
-2713.1437707077475,23.0
-675.6665549018468,5.0
-8346.451299038663,0.0
-3758.3652842965394,18.0
-3012.7771141875896,5.0
-5201.55305854455,6.0
-1987.2205112050503,2.0
-5047.123936085933,8.0
-2647.599175826425,1.0
-6010.892297181029,3.0
-5946.612642285854,20.0
-14640.006042253024,21.0
-13815.486206730786,23.0
-11196.313076103486,9.0
-1892.2107418435571,11.0
-8596.666833385812,12.0
-13674.430147204856,11.0
-17522.27405923376,20.0
-2558.708302082916,8.0
-6716.29363456538,12.0
-6223.955162073994,11.0
-3487.8226158579364,21.0
-14607.025003722116,12.0
-1186.9541683660805,8.0
-10805.767810819276,11.0
-14229.85750402751,12.0
-10943.06569221664,2.0
-4746.904687225755,2.0
274.677418299796,6.0
-13291.125120529749,14.0
-4477.972376372615,22.0
-16089.262164812717,2.0
-3100.5999182922196,0.0
-6014.528015890097,5.0
-2081.3483121341546,4.0
-6494.6856911385385,1.0
-11224.730811152782,4.0
-4027.4708079702436,9.0
-14522.937733988225,16.0
-2983.2357549990993,12.0
-5800.377508051011,21.0
-14765.29206257436,7.0
-6181.536939426578,16.0
-2635.232110059267,16.0
-4544.828768647784,0.0
-6353.8610318357705,14.0
-1648.9079010993087,5.0
-14564.712060918999,16.0
-10106.41217107722,13.0
-16093.40570074854,10.0
-278.08476634494843,6.0
-8697.811154780198,14.0
-19217.948302116623,12.0
-9917.412859212885,6.0
-12520.897827659053,1.0
-2871.2386314701525,4.0
-16800.46607331642,3.0
-3368.3353697998373,5.0
-4987.740739379355,15.0
-5914.983215770761,22.0
-2592.899661095629,23.0
-16459.418905818096,13.0
-16695.211426408285,8.0
-13740.667882307229,21.0
-6286.675926678907,9.0
-15462.158164947497,13.0
-4735.272327463923,1.0
-13616.031977340313,1.0
-3390.2657005084,7.0
-14509.526095311432,20.0
-7857.191698080595,15.0
-8905.522337808361,11.0
-3862.7250599548915,0.0
-690.1778653136316,1.0
-8261.932366179572,6.0
-4385.579860413864,8.0
-8481.844630934107,12.0
-15543.596775181195,1.0
-5620.231129182544,22.0
-4178.879043997188,18.0
-5402.078468311494,4.0
-17164.14344741159,5.0
-928.0787637041878,9.0
-18680.960598986494,13.0
-3126.782185003385,2.0
-4094.3012580558875,14.0
-2438.5729243859787,4.0
-12464.874565865839,10.0
-16037.135403283328,14.0
-18238.30999526586,1.0
-6662.118324257306,3.0
472.3358533234843,18.0
345.6216160750589,19.0
-2334.5070845545824,22.0
-5150.888839145404,11.0
-13799.450543792827,10.0
-6174.62337143313,14.0
-1934.67808252151,14.0
-1840.1402709930521,8.0
-2398.7204487218473,12.0
-6598.142623966672,0.0
-4009.742771991354,14.0
-16682.878228496476,9.0
-8736.258265790195,5.0
-3924.175130622497,11.0
-10734.051225828469,7.0
-6925.846946631178,1.0
-7020.243150185704,24.0
-11569.2250754716,20.0
-4258.33694068923,15.0
-14446.75302135272,21.0
-6865.902383096782,20.0
-4741.7517387467715,13.0
-9893.905258413626,23.0
-11807.465758747161,4.0
-4694.504740818598,3.0
-13860.686359396559,0.0
-3091.3492953322293,11.0
-19407.086158260474,11.0
-2410.9070624169417,13.0
-4657.19950929417,21.0
-5202.818920532839,10.0
-2067.813070845261,11.0
-3251.1181962869778,12.0
-10214.772933891083,0.0
-5513.47696341625,8.0
-21160.947595715123,8.0
-4569.303101243286,4.0
-12937.193201497645,14.0
-13067.767187110905,7.0
-2275.9320288968183,1.0
-12134.856279175612,5.0
-6430.083838807386,13.0
-5024.347432977423,5.0
-5357.883640145872,3.0
-14489.074939458469,10.0
-4298.613642420116,10.0
-7548.648617341284,3.0
-2411.603477411149,22.0
-9600.321312895847,10.0
-555.8828628982999,10.0
